,aco_reward,aco_time,ga_reward,ga_time,pso_reward,pso_time
0,296,908.7814054489136,247,55.92802929878235,263,475.8543794155121
1,291,915.7366240024567,259,66.25442147254944,263,472.1400876045227
2,292,917.8597526550293,254,74.90953588485718,263,474.662939786911
3,289,929.387636423111,260,103.34872436523438,263,478.1414213180542
4,289,923.429899930954,251,60.22564744949341,263,468.2993767261505
5,288,921.4861361980438,256,101.24155569076538,263,480.2911822795868
6,293,899.2834107875824,255,80.45500588417053,263,467.8873429298401
7,289,920.9990880489349,258,104.65078663825989,263,473.22990322113037
8,289,915.464262008667,252,55.428141355514526,263,470.7831304073334
9,292,908.4859659671783,242,54.579482316970825,263,468.63810992240906
10,273,951.7187411785126,249,53.21723532676697,267,471.1878535747528
11,273,967.2745745182037,265,127.98299217224121,267,489.7042224407196
12,270,974.3173124790192,260,195.45258331298828,267,495.3276345729828
13,275,963.2233729362488,246,50.30011963844299,267,470.9858467578888
14,271,962.010968208313,248,73.91375541687012,267,471.8012545108795
15,271,962.2612085342407,252,77.44514584541321,267,481.26786375045776
16,267,945.5351057052612,245,58.64225435256958,267,477.9602701663971
17,277,948.2806112766266,255,67.99747490882874,267,468.89854645729065
18,271,967.6417164802551,252,129.3072385787964,267,478.41221261024475
19,274,963.3537228107452,253,133.60208249092102,267,479.5689525604248
20,290,966.2115695476532,250,122.1526083946228,260,489.93380999565125
21,287,943.0081570148468,250,62.05885910987854,260,477.671777009964
22,290,947.1903564929962,254,59.37166452407837,260,467.77480578422546
23,286,959.2566442489624,276,91.52135014533997,260,477.249960899353
24,288,954.6075274944305,268,48.26884913444519,260,464.37573313713074
25,284,936.1187009811401,273,57.24583983421326,260,477.16314125061035
26,286,954.3773159980774,259,82.08687591552734,260,475.90100502967834
27,289,949.4377288818359,254,53.36060166358948,260,470.7586085796356
28,290,952.0964720249176,273,65.8470516204834,260,474.4114272594452
29,290,944.5154075622559,275,43.74000549316406,260,468.4188332557678
30,327,994.9844787120819,294,81.43704128265381,301,474.0977404117584
31,323,1018.6526775360107,273,114.55374956130981,301,498.5897653102875
32,321,1009.1453545093536,285,94.25002026557922,301,486.3076343536377
33,327,1019.1480383872986,278,55.407536029815674,301,488.1904435157776
34,325,1007.914253950119,293,83.80115604400635,301,491.72301745414734
35,325,1024.5869517326355,282,148.9419755935669,301,497.10984230041504
36,323,1020.457249879837,295,108.69291090965271,301,496.7013669013977
37,326,1013.691241979599,271,73.25992369651794,301,494.8483748435974
38,323,1020.1873610019684,278,48.434046030044556,301,490.01100039482117
39,325,1021.3731291294098,292,115.58995175361633,301,488.44017720222473
40,278,976.9366610050201,264,138.9213318824768,273,499.79298758506775
41,275,965.3231558799744,262,145.9869430065155,273,498.0558907985687
42,280,962.862530708313,271,91.95361614227295,273,489.8705041408539
43,279,959.0885939598083,236,54.67619323730469,273,486.26035809516907
